ts_event,long_symbols,short_symbols,strike,expiry,pred_spread,realized_spread,edge_1m,edge_15m,edge_60m,correct,n_universe
2025-06-12 14:50:00+00:00,QBTS,QUBT,,1970-01-01,0.11431712657213211,0.17781737428935357,,,,1,30
2025-06-12 14:51:00+00:00,QBTS,QUBT,,1970-01-01,0.2530815303325653,0.0325336478119605,,,,1,33
2025-06-12 14:52:00+00:00,QBTS,QUBT,,1970-01-01,0.09906084090471268,-0.2296083776324832,,,,0,32
2025-06-12 14:53:00+00:00,IONQ,QUBT,,1970-01-01,0.3549460172653198,0.24793450525053123,0.12198905311300443,-0.3545464894146879,0.8415996887759346,1,34
2025-06-12 14:54:00+00:00,QBTS,QUBT,,1970-01-01,1.6598082780838013,-0.07042272691756805,,,,0,32
2025-06-12 14:55:00+00:00,RGTI,QBTS,,1970-01-01,0.17562061548233032,-0.005683152610931556,0.024169266340295006,,-2.4326402228653667,0,29
2025-06-12 14:56:00+00:00,RGTI,QUBT,,1970-01-01,0.6735348105430603,0.20688392947925172,0.13337300856561948,1.7453315171018051,0.15100012831843412,1,31
2025-06-12 14:57:00+00:00,QBTS,RGTI,,1970-01-01,0.17424240708351135,0.020405248885549145,,,,1,35
2025-06-12 14:58:00+00:00,QUBT,IONQ,,1970-01-01,0.0781349241733551,0.2587405788713853,0.16713503551308329,0.9992138038016711,0.8503291833050977,1,30
2025-06-12 14:59:00+00:00,QBTS,QUBT,,1970-01-01,0.33425936102867126,0.1361408749375492,,,,1,29
2025-06-12 15:00:00+00:00,QBTS,IONQ,,1970-01-01,0.10240385681390762,0.021002467588073268,,,,1,33
2025-06-12 15:01:00+00:00,RGTI,QUBT,,1970-01-01,0.2893223166465759,0.176877795243674,0.005895297061289016,0.2958232634262872,-0.2590884960614997,1,33
2025-06-12 15:02:00+00:00,QBTS,IONQ,,1970-01-01,0.1793704479932785,0.21543794154604667,,,,1,33
2025-06-12 15:03:00+00:00,IONQ,QBTS,,1970-01-01,0.1879403293132782,0.21508090413690378,,,,1,31
